name,id,movie
"Scottish Arts Council, The",8256,The House of Mirth
Three Rivers Production,65681,The House of Mirth
Progres Film Distribution,65682,The House of Mirth
Kinowelt Median,65683,The House of Mirth
Orion Pictures,41,Malone
Universal,6292,Peaceful Warrior
Columbia Pictures,5,Bucky Larson: Born to Be a Star
Happy Madison Productions,2608,Bucky Larson: Born to Be a Star
New Line Cinema,12,Bamboozled
40 Acres & A Mule Filmworks,4319,Bamboozled
Lava Bear Films,32300,The Forest
AI-Film,51860,The Forest
Phantom Four Films,69579,The Forest
Orion Pictures,41,Sphinx
S & L Films,78905,Sphinx
Scott Rudin Productions,258,While We're Young
A24,41077,While We're Young
Summit Entertainment,491,A Better Life
Witt/Thomas Productions,1089,A Better Life
Depth of Field,1473,A Better Life
McLaughlin Films,28707,A Better Life
Lime Orchard Productions,28708,A Better Life
Téléfilm Canada,806,Spider
Capitol Films,826,Spider
Canadian Film or Video Production Tax Credit (CPTC),8582,Spider
Metropolitan Films,16419,Spider
Grosvenor Park Productions,17449,Spider
Odeon Films,22209,Spider
Catherine Bailey Ltd.,46694,Spider
Artists Independent Network,46695,Spider
Hollywood Pictures,915,Gun Shy
Fortis Films,4258,Gun Shy
United Artists Corporation,8213,Nicholas Nickleby
Hart-Sharp Entertainment,11351,Nicholas Nickleby
Potboiler Productions,36615,Nicholas Nickleby
Lucky Monkey Pictures,11093,City Island
CineSon Entertainment,16647,City Island
Filmsmith Productions,61416,City Island
Medici Entertainment,61417,City Island
Gremi Film Production,61418,City Island
Bleiberg Entertainment,1872,The Iceman
Millennium Films,10254,The Iceman
[],[],Krrish
Canal+,5358,Cecil B. Demented
Artic Productions LLC,5359,Cecil B. Demented
Polar Entertainment Corporation,62072,Cecil B. Demented
Voltage pictures,6633,Killer Joe
Worldview Entertainment,9015,Killer Joe
ANA Media,21817,Killer Joe
Picture Perfect (I),37833,Killer Joe
Echo Lake Productions,2147,The Joneses
Premiere Picture,3870,The Joneses
Alliance Atlantis Communications,803,Owning Mahowny
Natural Nylon Entertainment,804,Owning Mahowny
Téléfilm Canada,806,Owning Mahowny
Astral Media,2743,Owning Mahowny
Canadian Film or Video Production Tax Credit (CPTC),8582,Owning Mahowny
Ontario Film and Television Tax Credit (OFTTC),54606,Owning Mahowny
Revolution Studios,497,The Brothers Solomon
TriStar Pictures,559,The Brothers Solomon
Carsey-Werner Company,3215,The Brothers Solomon
Block 2 Pictures,539,My Blueberry Nights
Jet Tone Production,540,My Blueberry Nights
StudioCanal,694,My Blueberry Nights
Lou Yi Inc.,839,My Blueberry Nights
Overseas FilmGroup,888,Illuminata
GreeneStreet Films,2152,Illuminata
JVC Entertainment Networks,4248,Illuminata
Sogepaq,11955,Illuminata
CDI,13367,Illuminata
Screen Gems,3287,Swept Away
SKA Films,13419,Swept Away
Codi S.p.a.,57736,Swept Away
Metro-Goldwyn-Mayer (MGM),8411,The Betrayed
[],[],"War, Inc."
Star Overseas,3477,Shaolin Soccer
Universe Entertainment,20543,Shaolin Soccer
Wild Bunch,856,The Brown Bunny
Kinétique Inc.,21741,The Brown Bunny
Vincent Gallo Productions,23756,The Brown Bunny
Rhône-Alpes Cinéma,1666,The Swindle
TF1 Films Production,3823,The Swindle
Canal+,5358,The Swindle
Télévision Suisse-Romande (TSR),8453,The Swindle
MK2 Productions,9209,The Swindle
Odd Lot Entertainment,3263,Rosewater
International Traders,6408,Rosewater
Busboy Productions,8290,Rosewater
[],[],The Chambermaid on the Titanic
BBC Films,288,Coriolanus
Synchronistic Pictures,1260,Coriolanus
Icon Entertainment International,4564,Coriolanus
Lipsync Productions,9987,Coriolanus
Atlantic Swiss Productions,22310,Coriolanus
Hermetof Pictures,23558,Coriolanus
Magna Films,23559,Coriolanus
Kalkronkie,23560,Coriolanus
Artemis Films,23561,Coriolanus
Lonely Dragon,23563,Coriolanus
Magnolia Mae Films,44091,Coriolanus
Signature Pictures,2982,Imaginary Heroes
Art Linson Productions,8769,Imaginary Heroes
ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),19951,Imaginary Heroes
QI Quality International GmbH & Co. KG,19952,Imaginary Heroes
Fragile Films,2651,High Heels and Low Lifes
Touchstone Pictures,9195,High Heels and Low Lifes
Magnolia Pictures,1030,World's Greatest Dad
Jerkschool Productions,7357,World's Greatest Dad
Qwerty Films,892,Severance
Dan Films,1854,Severance
Isle of Man Film,2268,Severance
HanWay Films,2395,Severance
UK Film Council,2452,Severance
N1 European Film Produktions GmbH & Co. KG,8874,Severance
First Independent Pictures,3521,Edmond
Destination Films,769,Welcome to the Rileys
Scott Free Productions,1645,Welcome to the Rileys
Film Rites,8083,Welcome to the Rileys
Samuel Goldwyn Films,9118,Welcome to the Rileys
Argonaut Pictures,54860,Welcome to the Rileys
Warner Bros.,6194,Police Academy: Mission to Moscow
Estudios Churubusco Azteca,5153,Cinco de Mayo: La Batalla
Gala Films,23133,Cinco de Mayo: La Batalla
Gobierno del Estado de Puebla,56358,Cinco de Mayo: La Batalla
Riverside Entertainment,5621,Elsa & Fred
Rio Negro,10630,Elsa & Fred
Media House Capital,13235,Elsa & Fred
Cuatro Plus Films,22868,Elsa & Fred
Defiant Pictures,22869,Elsa & Fred
Creative Andina,22870,Elsa & Fred
Hollywood Pictures,915,"An Alan Smithee Film: Burn, Hollywood, Burn"
Cinergi Pictures Entertainment,1504,"An Alan Smithee Film: Burn, Hollywood, Burn"
[],[],The Open Road
Belladonna Productions,2341,The Good Guy
Whitest Pouring Films,26127,The Good Guy
Rigel Entertainment,5221,Free Style
Worldview Entertainment,9015,Strangerland
Cube Vision,2780,Janky Promoters
Dimension Films,7405,Janky Promoters
[],[],Blonde Ambition
La Fabrique de Films,2673,The Oxford Murders
Telecinco Cinema,2674,The Oxford Murders
Lightning Entertainment,3256,The Reef
Screen Australia,7584,The Reef
Screen NSW,10951,The Reef
ProdigyMovies,22897,The Reef
Mysterious Light,22898,The Reef
Myriad Pictures,738,Eulogy
Artisan Entertainment,2188,Eulogy
Eulogy Productions LLC,25918,Eulogy
Ovation Entertainment,25919,Eulogy
Brightlight Pictures,1063,White Noise 2: The Light
Gold Circle Films,12026,White Noise 2: The Light
The Harold Greenberg Fund,807,Beat the World
Ontario Media Development Corporation (OMDC),11576,Beat the World
Telefilm Canada - Equity Investment Program,53477,Beat the World
Inner City Films,64829,Beat the World
Téléfilm Canada,806,Fifty Dead Men Walking
Brightlight Pictures,1063,Fifty Dead Men Walking
Canadian Film or Video Production Tax Credit (CPTC),8582,Fifty Dead Men Walking
Future Films,10843,Fifty Dead Men Walking
Handmade International,11662,Fifty Dead Men Walking
Future Films Production Services,11663,Fifty Dead Men Walking
Altitude Entertainment,11664,Fifty Dead Men Walking
SBK Pictures,11665,Fifty Dead Men Walking
Skogland Films,11666,Fifty Dead Men Walking
Northern Ireland Screen,11667,Fifty Dead Men Walking
Grove Media Finance,11668,Fifty Dead Men Walking
Horizon Media Fund,11669,Fifty Dead Men Walking
Wonderworld Studios,3980,Jungle Shuffle
Animation Picture Company,15196,Jungle Shuffle
Avikoo Studios,40642,Jungle Shuffle
3L Filmproduktion GmbH,702,Adam Resurrected
Bleiberg Entertainment,1872,Adam Resurrected
Adam Productions,5565,Adam Resurrected
July August Productions,17388,Adam Resurrected
Filmhuset Gruppen,68384,Of Horses and Men
Leiknar Myndir,68385,Of Horses and Men
Studio 18,3747,It's a Wonderful Afterlife
Bend It Films,7620,It's a Wonderful Afterlife
Indian Film Company,7621,It's a Wonderful Afterlife
Ice Cold Productions,3336,The Devil's Tomb
Empyreal Entertainment,3337,The Devil's Tomb
Ringleader Studios,3338,The Devil's Tomb
Partition Films%2C Inc.,3904,Partition
Khussro Films,3905,Partition
Shadowlight Productions,5460,Good Intentions
Cineclick Asia,685,"The Good, The Bad, The Weird"
CJ Entertainment,7036,"The Good, The Bad, The Weird"
Grimm Pictures,49971,"The Good, The Bad, The Weird"
Barunson,49972,"The Good, The Bad, The Weird"
Lions Gate,6644,Nurse 3-D
Lions Gate Entertainments,7035,Nurse 3-D
Rhombus Media,164,Gunless
Téléfilm Canada,806,Gunless
The Harold Greenberg Fund,807,Gunless
Brightlight Pictures,1063,Gunless
Alliance Films,2514,Gunless
Astral Media,2743,Gunless
Corus Entertainment,11550,Gunless
Gunless Productions,21974,Gunless
Miramax Films,14,Adventureland
Sidney Kimmel Entertainment,737,Adventureland
This Is That Productions,10059,Adventureland
Lions Gate Films,35,The Lost City
Signature Pictures,2982,Re-Kill
After Dark Films,3608,Re-Kill
Midsummer Films,22705,Re-Kill
New Line Cinema,12,Next Friday
NGN Productions,7587,American Heist
Glacier Films,44884,American Heist
Maple Leaf Finance Primeredian Entertainment,60515,American Heist
Eon Productions,7576,You Only Live Twice
Gateway Films,7353,Plastic
Les Films du Losange,223,Amour
Wega Film,224,Amour
X-Filme Creative Pool,1972,Amour
Metro-Goldwyn-Mayer (MGM),8411,Poltergeist III
United Artists,60,"It's a Mad, Mad, Mad, Mad World"
Casey Productions,8040,"It's a Mad, Mad, Mad, Mad World"
El Deseo,49,Volver
Canadian Film Development Corporation (CFDC),4952,Heavy Metal
[],[],Gentlemen Broncos
British Screen,871,Richard III
Mayfair Entertainment International,34237,Richard III
Purple Pictures,3217,Into the Grizzly Maze
Paul Schiff Productions,23596,Into the Grizzly Maze
Indomitable Entertainment,24012,Into the Grizzly Maze
Universal Pictures,33,The Purge: Anarchy
Why Not Productions,729,The Purge: Anarchy
Platinum Dunes,2481,The Purge: Anarchy
Blumhouse Productions,3172,The Purge: Anarchy
5150 Action,47354,The Purge: Anarchy
Bollywood Hollywood Production,51955,Kites
Zentropa Entertainments,76,Melancholia
Det Danske Filminstitut,118,Melancholia
Danmarks Radio (DR),119,Melancholia
Memfis Film,321,Melancholia
Eurimages,850,Melancholia
Sveriges Television (SVT),3221,Melancholia
Canal+,5358,Melancholia
CinéCinéma,6301,Melancholia
Slot Machine,7777,Melancholia
Zentropa International Sweden,8288,Melancholia
Zentropa International Köln,8289,Melancholia
Liberator Productions,11239,Melancholia
Swedish Film Institute,14804,Melancholia
Centre National du Cinéma et de L'image Animée (CNC),17298,Melancholia
Film i Väst,17513,Melancholia
Filmstiftung Nordrhein-Westfalen,27897,Melancholia
Legion Entertainment,38069,Melancholia
Edition Video,38071,Melancholia
Nordisk Film Distribution,38072,Melancholia
Screen Australia,7584,Red Dog
Endymion Films,7887,Red Dog
ScreenWest,7888,Red Dog
Essential Entertainment,46381,Red Dog
Woss Group Film Productions,53042,Red Dog
The South Australian Film Corporation,56787,Red Dog
Yash Raj Films,1569,Jab Tak Hai Jaan
Twentieth Century Fox Film Corporation,306,Alien
Brandywine Productions,19747,Alien
New Line Cinema,12,The Texas Chain Saw Massacre
Vortex,1197,The Texas Chain Saw Massacre
River Road Entertainment,1246,The Runaways
Road Rebel,2648,The Runaways
Linson Entertainment,4700,The Runaways
United Artists,60,Fiddler on the Roof
Cartier Productions,10154,Fiddler on the Roof
"Mirisch Corporation, The",13219,Fiddler on the Roof
Eon Productions,7576,Thunderball
Metro-Goldwyn-Mayer (MGM),8411,Thunderball
Detention Films,21125,Detention
Fandango,2441,Loose Cannons
New Line Cinema,12,Set It Off
Universal Pictures,33,The Best Man
40 Acres & A Mule Filmworks,4319,The Best Man
United Artists,60,Child's Play
The Weinstein Company,308,Sicko
Miramax Films,14,Down to You
New Line Cinema,12,Harold & Kumar Go to White Castle
Battleplan Productions,2108,The Contender
DreamWorks Pictures,7293,The Contender
New Line Cinema,12,Boiler Room
Paramount Pictures,4,Trading Places
Cinema Group Ventures,11142,Trading Places
Fox 2000 Pictures,711,Chasing Papi
Dimension Films,7405,Black Christmas
Screen Gems,3287,Breakin' All the Rules
Breakup Productions,5673,Breakin' All the Rules
BBC Films,288,Henry V
Samuel Goldwyn Company,798,Henry V
Renaissance Films,3102,Henry V
Fox Searchlight Pictures,43,The Savages
Ad Hominem Enterprises,2361,The Savages
This Is That Productions,10059,The Savages
Lone Star Film Group,23105,The Savages
Savage Productions,67504,The Savages
SC Films International,20613,Skin Trade
Baumgarten Management and Productions (BMP),23423,Skin Trade
Thorbak,52254,Skin Trade
SC International Pictures,52255,Skin Trade
Thor Pictures,52256,Skin Trade
[],[],The Way of the Gun
United Artists,60,Igby Goes Down
Paul Schiff Productions,23596,PCU
The Ultimate Gift LLC,3914,The Ultimate Gift
Dean River Productions,3915,The Ultimate Gift
JF Productions,3893,The Ice Pirates
Metro-Goldwyn-Mayer (MGM),8411,The Ice Pirates
Warner Bros.,6194,The Lost Boys
Elevation Filmworks,1840,Gracie
Ursa Major Films LLC,87838,Gracie
Trust the Man LLC,3935,Trust the Man
[],[],Hamlet 2
Channel Four Films,181,Velvet Goldmine
Single Cell Pictures,279,Velvet Goldmine
Newmarket Capital Group,506,Velvet Goldmine
Goldwyn Films,720,Velvet Goldmine
Killer Films,1422,Velvet Goldmine
Zenith Entertainment,3644,Velvet Goldmine
Miramax,53009,Velvet Goldmine
Fox International Productions,7485,The Wailing
Fox Video Korea,11766,The Wailing
Twentieth Century Fox Film Corporation,306,Glee: The Concert Movie
Ryan Murphy Productions,19328,Glee: The Concert Movie
Twentieth Century Fox Television,24245,Glee: The Concert Movie
American Zoetrope,70,The Legend of Suriyothai
Prommitr International Production,8972,The Legend of Suriyothai
[],[],Two Evil Eyes
TF1 Films Production,3823,Barbecue
Same Player,4696,Barbecue
Studio Canal,5870,Barbecue
Cinéfrance 1888,31229,Barbecue
Les Films Alain Sarde,635,All or Nothing
Thin Man Films,10100,All or Nothing
Island Film Group,7274,Princess Kaiulani
Trailblazer Films,7275,Princess Kaiulani
Screen East,7276,Princess Kaiulani
Renaissance Films,3102,Opal Dream
Det Danske Filminstitut,118,Flame & Citron
Wüste Filmproduktion,204,Flame & Citron
Studio Babelsberg,264,Flame & Citron
TV2 Danmark,758,Flame & Citron
Sveriges Television (SVT),3221,Flame & Citron
Canal+,5358,Flame & Citron
Yleisradio (YLE),5975,Flame & Citron
"Match Factory, The",7306,Flame & Citron
Medienboard Berlin-Brandenburg,7307,Flame & Citron
Sirena Film,9111,Flame & Citron
Fonds Eurimages du Conseil de l'Europe,11011,Flame & Citron
Deutsche Filmförderfonds (DFFF),11238,Flame & Citron
Nimbus Film Productions,11672,Flame & Citron
Wüste Film Ost,11673,Flame & Citron
OC Film,11674,Flame & Citron
Duckling A/S,11675,Flame & Citron
Mainstream,11676,Flame & Citron
Kameraudlejningen,11677,Flame & Citron
4½,11678,Flame & Citron
Nordic Film och TV Fund,11679,Flame & Citron
Filmförderung Hamburg Schleswig-Holstein,11680,Flame & Citron
Sandrew Metronome Denmark,11681,Flame & Citron
TV2 Norge,11682,Flame & Citron
NFP Marketing & Distribution,11683,Flame & Citron
Substanz Film,11685,Flame & Citron
Lakeshore Entertainment,126,Undiscovered
Intermedia Films,763,Undiscovered
Cinerenta Medienbeteiligungs KG,995,Undiscovered
Revolution Films,163,Red Riding: In the Year of Our Lord 1974
Channel Four Films,181,Red Riding: In the Year of Our Lord 1974
Screen Yorkshire,2690,Red Riding: In the Year of Our Lord 1974
Lipsync Productions,9987,Red Riding: In the Year of Our Lord 1974
France 2 Cinéma,83,The Girl on the Train
Canal+,5358,The Girl on the Train
TPS Star,6586,The Girl on the Train
Union Générale Cinématographique (UGC),7248,The Girl on the Train
SBS Films,10609,The Girl on the Train
Sofica UGC 1,11435,The Girl on the Train
Soficinéma 5,12400,The Girl on the Train
Centre National de la Cinématographie (CNC),18367,The Girl on the Train
Velvet Steamroller Entertainment,3887,Veronika Decides to Die
Dash Films,4372,Veronika Decides to Die
Future Films,10843,Veronika Decides to Die
Muse Productions,15231,Veronika Decides to Die
PalmStar Media,49152,Veronika Decides to Die
Paramount Pictures,4,Crocodile Dundee
Rimfire Films,15081,Crocodile Dundee
Good Story Productions,9096,"Ultramarines: A Warhammer 40,000 Movie"
POP6,79522,"Ultramarines: A Warhammer 40,000 Movie"
Codex Pictures,79523,"Ultramarines: A Warhammer 40,000 Movie"
Fox Searchlight Pictures,43,Crazy Heart
Butcher's Run Films,3864,Crazy Heart
Informant Media,9325,Crazy Heart
Miramax Films,14,The I Inside
Dimension Films,7405,The I Inside
MDP Worldwide,10828,The I Inside
RCD Productions Ltd.,23628,The I Inside
New South Wales Film & Television Office,418,Beneath Hill 60
Pacific Film and Television Commission,4024,Beneath Hill 60
Screen Australia,7584,Beneath Hill 60
The Silence Productions,25463,Beneath Hill 60
Lucky Country Productions,25467,Beneath Hill 60
Les Productions du Trésor,2612,Polisse
Mars Film Corporation,5236,Polisse
Chaocorp,7766,Polisse
Shortcom,7767,Polisse
The Weinstein Company,308,Awake
Open City Films,547,Awake
GreeneStreet Films,2152,Awake
Lucasfilm,1,Star Wars: Clone Wars: Volume 1
Cartoon Network Studios,7899,Star Wars: Clone Wars: Volume 1
Touchstone Pictures,9195,The Inkwell
Twentieth Century Fox Film Corporation,306,The Rose
Sneak Preview Productions,31835,Baggage Claim
Paramount Pictures,4,Barbarella
Dino de Laurentiis Cinematografica,1216,Barbarella
Marianne Productions,1497,Barbarella
Walt Disney Pictures,2,Shipwrecked
Filmkameratene A/S,1003,Shipwrecked
Svensk Filmindustri (SF),6181,Shipwrecked
Paramount Pictures,4,Election
MTV Films,746,Election
Bona Fide Productions,2570,Election
Fox Searchlight Pictures,43,The Namesake
Mirabai Films,6235,The Namesake
Wonderland Sound and Vision,4022,The DUFF
CBS Films,5490,The DUFF
Vast Entertainment,42119,The DUFF
Twentieth Century Fox Film Corporation,306,Glitter
Laurence Mark Productions,415,Glitter
Columbia Pictures Corporation,441,Glitter
Glitter Productions,89627,Glitter
Maroon Entertainment,89628,Glitter
Gold Circle Films,12026,The Haunting in Connecticut 2: Ghosts of Georgia
Grand Peaks Entertainment,15354,Swelter
Exchange Peaks Film Capital,29152,Swelter
Film Invaders,29153,Swelter
Hanmac Films,3660,Silmido
BBC Films,288,Bright Star
Pathé Renn Productions,866,Bright Star
UK Film Council,2452,Bright Star
Screen Australia,7584,Bright Star
Australian Film Finance Corporation (AFFC),8724,Bright Star
Hopscotch Productions,26716,Bright Star
Jan Chapman Pictures,26717,Bright Star
Fox Searchlight Pictures,43,My Name Is Khan
Red Chillies Entertainment,2343,My Name Is Khan
Foxstar,4450,My Name Is Khan
Sudden Storm Productions,6742,All Is Lost
FilmNation Entertainment,7493,All Is Lost
Treehouse Pictures,14580,All Is Lost
Before the Door Pictures,14861,All Is Lost
Washington Square Films,14862,All Is Lost
Black Bear Pictures,22146,All Is Lost
[],[],Limbo
Forest Whitaker's Significant Productions,14638,Dope
Revolt Films,15495,Dope
IamOTHER Entertainment,58445,Dope
[],[],Namastey London
BIM Distribuzione,225,The Wind That Shakes the Barley
Matador Pictures,707,The Wind That Shakes the Barley
Diaphana Films,744,The Wind That Shakes the Barley
Bórd Scannán na hÉireann,1898,The Wind That Shakes the Barley
Element Films,2274,The Wind That Shakes the Barley
UK Film Council,2452,The Wind That Shakes the Barley
Pathé Distribution,3012,The Wind That Shakes the Barley
Irish Film Board,5267,The Wind That Shakes the Barley
Tornasol Films,7680,The Wind That Shakes the Barley
Sixteen Films,12695,The Wind That Shakes the Barley
Regent Capital,12696,The Wind That Shakes the Barley
EMC Produktion,19929,The Wind That Shakes the Barley
Cinéart,19930,The Wind That Shakes the Barley
TV3 Television Network Ireland,19931,The Wind That Shakes the Barley
Filmcoopi Zürich,19932,The Wind That Shakes the Barley
Oil Flick Films No.2,19933,The Wind That Shakes the Barley
Dharma Productions,19146,Yeh Jawaani Hai Deewani
Metro-Goldwyn-Mayer (MGM),8411,Quo Vadis
Lions Gate Films,35,Repo! The Genetic Opera
Twisted Pictures,2061,Repo! The Genetic Opera
Pana Film,58135,Valley of the Wolves: Iraq
Miramax Films,14,Pulp Fiction
A Band Apart,59,Pulp Fiction
Jersey Films,216,Pulp Fiction
Incorporated Television Company,1155,The Muppet Movie
Henson Associates (HA),24931,The Muppet Movie
Bold Films,2266,Nightcrawler
Sierra / Affinity,24049,Nightcrawler
Fox Searchlight Pictures,43,Club Dread
Broken Lizard Industries,2773,Club Dread
Coconut Pete Productions,52949,Club Dread
Twentieth Century Fox Film Corporation,306,The Sound of Music
Robert Wise Productions,6304,The Sound of Music
Argyle Enterprises,6305,The Sound of Music
[],[],Antarctic Edge: 70° South
Touchstone Pictures,9195,Splash
Fox Searchlight Pictures,43,Little Miss Sunshine
Bona Fide Productions,2570,Little Miss Sunshine
Big Beach Films,12808,Little Miss Sunshine
Columbia Pictures,5,Stand by Me
Act III Communications,1153,Stand by Me
The Body,90896,Stand by Me
Act III,90897,Stand by Me
DNA Films,284,28 Days Later
British Film Council,10889,28 Days Later
[],[],You Got Served
Paramount Pictures,4,Escape from Alcatraz
Malpaso Company,15298,Escape from Alcatraz
[],[],Brown Sugar
New Line Cinema,12,A Thin Line Between Love and Hate
Savoy Pictures,11308,A Thin Line Between Love and Hate
Summit Entertainment,491,50/50
Mandate Pictures,771,50/50
Regency Enterprises,508,Shutter
Vertigo Entertainment,829,Shutter
Ozla Pictures,2617,Shutter
New Regency Pictures,10104,Shutter
Treehouse Pictures,14580,That Awkward Moment
[],[],Modern Problems
Saturn Films,831,Shadow of the Vampire
Bystorm Films,2903,Kicks
Animal Kingdom,26995,Kicks
Bow and Arrow Entertainment,37432,Kicks
Renaissance Films,3102,Much Ado About Nothing
American Playhouse Theatrical Films,8827,Much Ado About Nothing
United Artists,60,On Her Majesty's Secret Service
Eon Productions,7576,On Her Majesty's Secret Service
Danjaq,10761,On Her Majesty's Secret Service
New Line Cinema,12,New Nightmare
Twentieth Century Fox Film Corporation,306,Drive Me Crazy
Grand March Productions,81132,Drive Me Crazy
Amy Robinson Productions,81133,Drive Me Crazy
Walt Disney Pictures,2,Prom
Rickshaw Productions,2201,Prom
Lions Gate Films,35,Akeelah and the Bee
2929 Productions,846,Akeelah and the Bee
Out of the Blue... Entertainment,879,Akeelah and the Bee
Starbucks Entertainment,1708,Akeelah and the Bee
Cinema Gypsy Productions,5227,Akeelah and the Bee
Universal Pictures,33,Half Baked
Lionsgate,1632,New in Town
Edmonds Entertainment Group (EEG),2923,New in Town
Epidemic Pictures,2924,New in Town
The Safran Company,11565,New in Town
Gold Circle Films,12026,New in Town
Lions Gate Films,35,American Psycho
Edward R. Pressman Film,6455,American Psycho
Muse Productions,15231,American Psycho
Fox Searchlight Pictures,43,The Good Girl
Hungry Eye Lowland Pictures B.V.,29602,The Good Girl
Flan de Coco Films,29603,The Good Girl
Park Ex Pictures,7169,Bon Cop Bad Cop
Sortie 22,88298,Bon Cop Bad Cop
Chris Brinker Productions,2461,The Boondock Saints II: All Saints Day
Stage 6 Films,11341,The Boondock Saints II: All Saints Day
Hyde Park Films,1172,The City of Your Final Destination
Fox Searchlight Pictures,43,Enough Said
Screen Gems,3287,Easy A
Olive Bridge Entertainment,7291,Easy A
Miramax Films,14,The Pallbearer
The Chess Club,65446,The Pallbearer
[],[],Held Up
Fox Searchlight Pictures,43,Woman on Top
Merchant Ivory Productions,2370,Howards End
The Criterion Collection,10932,Howards End
Starburns Industries,32542,Anomalisa
[],[],The Outrageous Sophie Tucker
Film4,9349,Another Year
Thin Man Films,10100,Another Year
France 2 Cinéma,83,8 Women
Fidélité Productions,147,8 Women
Le Studio Canal+,183,8 Women
Centre National de la Cinématographie,310,8 Women
Gimages 5,818,8 Women
Mars Films,819,8 Women
Original Pictures,4234,Showdown in Little Tokyo
Warner Bros.,6194,Showdown in Little Tokyo
Intermedia Films,763,Clay Pigeons
IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,23861,Clay Pigeons
Fade In Films,40002,Clay Pigeons
Focus Features,10146,It's Kind of a Funny Story
BBC Films,288,Made in Dagenham
HanWay Films,2395,Made in Dagenham
UK Film Council,2452,Made in Dagenham
Audley Films LLP,5729,Made in Dagenham
Lipsync Productions,9987,Made in Dagenham
Number 9 Films,11752,Made in Dagenham
BMS Finance,11963,Made in Dagenham
Intandem Films,2731,When Did You Last See Your Father?
Film4,9349,When Did You Last See Your Father?
Number 9 Films,34338,When Did You Last See Your Father?
Tiger Aspect Pictures,36201,When Did You Last See Your Father?
Father Features,36204,When Did You Last See Your Father?
Audley Films,36205,When Did You Last See Your Father?
Comptom Investments,36206,When Did You Last See Your Father?
Hollywood Pictures,915,Prefontaine
Cannon Group,1444,The Wicked Lady
London-Cannon Films,6231,The Wicked Lady
Metro-Goldwyn-Mayer (MGM),8411,The Wicked Lady
Dawn Property Company,78704,The Wicked Lady
Gébéka Films,4621,The Secret of Kells
Cartoon Saloon,23948,The Secret of Kells
Likely Story,1785,Begin Again
Apatow Productions,10105,Begin Again
Exclusive Media Group,11448,Begin Again
Sycamore Pictures,14319,Begin Again
The Weinstein Company,308,Elite Squad
Zazen Produções,2427,Elite Squad
Estúdios Mega,2430,Elite Squad
Quanta Centro de Produções Cinematográficas,2432,Elite Squad
Costa Films,10187,Elite Squad
Posto 9,47043,Elite Squad
Feijão Filmes,47044,Elite Squad
Universal Pictures do Brasil,47046,Elite Squad
Class 5 Films,2297,Down in the Valley
City Light Films,136,Brooklyn Rules
British Broadcasting Corporation (BBC),3324,Restless
Sundance Channel,12574,Restless
Endor Productions,12575,Restless
Icon Productions,152,The Singing Detective
Haft Entertainment,1363,The Singing Detective
Paramount Classics,2315,The Singing Detective
Airborne Productions,11732,The Singing Detective
Channel Four Films,181,The Land Girls
Intermedia Films,763,The Land Girls
Greenpoint Films,12918,The Land Girls
Lions Gate Films,35,Fido
Astral Media,2743,Fido
Anagram Pictures Inc.,4251,Fido
New Line Cinema,12,Annabelle
The Safran Company,11565,Annabelle
Evergreen Media Group,31375,Annabelle
RatPac-Dune Entertainment,41624,Annabelle
[],[],The Wendell Baker Story
Matador Pictures,707,Wild Target
Isle of Man Film,2268,Wild Target
Magic Light Pictures,5644,Wild Target
CinemaNX,5705,Wild Target
Cinema Four,6984,Wild Target
Regent Capital,12696,Wild Target
Entertainment Film Distributors,23164,Wild Target
Lakeshore Entertainment,126,Pathology
Metro-Goldwyn-Mayer (MGM),8411,Pathology
Camelot Pictures,11728,Pathology
[],[],Wuthering Heights
Thinkfilm,446,10th & Wolf
[],[],The Rocket: The Legend of Rocket Richard
Zentropa Entertainments,76,Dear Wendy
Nimbus Film Productions,11672,Dear Wendy
Lucky Punch,43271,Dear Wendy
Arcadia Motion Pictures,7543,Aloft
Wanda Visión S.A.,10046,Aloft
Buffalo Gal Pictures,11517,Aloft
Bandai Visual Company,528,Akira
Toho Company,882,Akira
Mainichi Broadcasting System (MBS),3363,Akira
Kodansha,6999,Akira
Tokyo Movie Shinsha (TMS),9155,Akira
TMS Entertainment,10919,Akira
Akira Committee Company Ltd.,10920,Akira
Sumitomo Corporation,10921,Akira
Eclectic pictures,8056,The Death and Life of Bobby Z
Millennium Films,10254,The Death and Life of Bobby Z
Bona International Film Group,8250,My Lucky Star
BBC Films,288,Imagine Me & You
Filmstiftung Nordrhein-Westfalen,315,Imagine Me & You
X-Filme Creative Pool,1972,Imagine Me & You
Ealing Studios,2650,Imagine Me & You
Fragile Films,2651,Imagine Me & You
Focus Features,10146,Imagine Me & You
RTL,42272,Imagine Me & You
Cougar Films Ltd.,52728,Imagine Me & You
Minotaur Film Partnership No. 3,52729,Imagine Me & You
Envision Media Arts,19456,Mr. Church
Cinelou Films,39644,Mr. Church
Shenghua Entertainment,82598,Mr. Church
France 2 Cinéma,83,Swimming Pool
Canal Plus,104,Swimming Pool
Fidélité Productions,147,Swimming Pool
Gimages,148,Swimming Pool
FOZ,149,Swimming Pool
Headforce Ltd.,150,Swimming Pool
Tea Shop & Film Company,13161,Green Street Hooligans: Underground
Handistom Investment,3970,The Blood of Heroes
Kings Road Entertainment,4255,The Blood of Heroes
